Nome da Faixa,Cantor ou Compositor,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Genero_Avant-Garde,Genero_Blues,Genero_Children's,Genero_Classical,Genero_Comedy/Spoken,Genero_Country,Genero_Easy Listening,Genero_Electronic,Genero_Folk,Genero_Holiday,Genero_International,Genero_Jazz,Genero_Latin,Genero_New Age,Genero_Pop/Rock,Genero_R&B,Genero_Rap,Genero_Reggae,Genero_Religious,Genero_Stage & Screen,Genero_Vocal,Quadrante_Q1,Quadrante_Q2,Quadrante_Q3,Quadrante_Q4
The Lord's Prayer,Larry Carlton,0.935,0.397,0.0287,0.306,4,0.111,-28.002,1,0.0618,79.981,4,0.115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Love You Save,Alexis Korner,1.83,1.1,0.0598,0.001256,8,0.218,-40.856,2,0.0862,231.632,6,0.418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Man That Got Away,Ella Fitzgerald,1.86,0.68,0.298,0.0,14,0.406,-31.624,0,0.0632,128.744,8,0.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
The Masquerade is Over,George Shearing,0.826,0.522,0.132,0.848,8,0.699,-25.412,1,0.0608,90.675,4,0.539,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Night Has a Thousand Eyes,Lee Konitz,1.988,1.162,0.0712,0.1584,14,0.202,-38.432,2,0.1064,278.18,6,1.004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
The Place Between Us,Chris Botti,2.613,2.259,0.744,2.7960000000000003,15,0.2019,-50.688,3,0.0882,326.85299999999995,12,1.266,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Point of It All,Fennesz,2.544,0.612,0.9930000000000001,2.8649999999999998,21,0.44399999999999995,-47.265,0,0.11549999999999999,259.896,9,0.15089999999999998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Politics of Starving,Against Me!,0.000848,0.592,1.78,0.1606,22,0.362,-13.08,0,0.1308,304.926,8,1.382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Prophet,The Make-Up,0.481,0.547,0.821,0.0,4,0.314,-8.36,0,0.0396,143.421,4,0.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Shallow Sky,Controlled Bleeding,0.906,0.96,1.006,1.836,20,0.1944,-22.532,0,0.0774,221.588,8,0.1848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Sheik of Araby,Spike Jones,1.95,1.348,0.96,0.55,10,0.1608,-24.894,2,0.548,269.93,8,1.898,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Snake and the Moon,Dead Can Dance,0.45599999999999996,1.965,1.566,0.0008910000000000001,24,0.35100000000000003,-31.455,0,0.12179999999999999,336.288,12,1.281,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
The Thoughts of Mary Jane,Nick Drake,2.061,1.311,0.9630000000000001,2.007,9,0.492,-46.323,3,0.0957,368.358,12,1.167,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Truth About Men,Tracy Byrd,0.0657,0.648,0.777,0.0,5,0.344,-5.46,1,0.0323,145.889,4,0.895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Walls Are Starting to Crack,Secret Machines,0.0559,0.305,0.366,0.513,6,0.0727,-10.682,0,0.0317,59.825,4,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Way Ahead,Within Reach,2.781e-05,0.9570000000000001,2.793,2.373,21,0.2976,-15.354000000000001,3,0.2556,352.356,12,1.197,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
This Can't Be Love,Diana Krall,0.988,1.238,0.82,0.0274,0,0.214,-20.898,2,0.0678,198.412,8,0.942,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
This Is Madness,The Last Poets,1.554,1.236,1.144,0.0,6,0.1564,-26.566,0,0.79,275.178,8,1.472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
This Trust Will Kill Again,Refused,0.0010860000000000002,1.569,2.802,0.612,21,0.636,-14.270999999999999,3,0.1779,329.286,12,1.521,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Throw Ya Gunz,Onyx,0.00212,0.824,0.595,0.0,1,0.106,-11.954,1,0.283,93.993,4,0.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Tico-Tico,Xavier Cugat,2.3280000000000003,1.7159999999999997,1.6800000000000002,0.0891,27,1.107,-35.214,0,0.1284,291.85200000000003,12,2.889,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Tico-Tico,Xavier Cugat & His Orchestra,2.3280000000000003,1.7159999999999997,1.6800000000000002,0.0891,27,1.107,-35.214,0,0.1284,291.85200000000003,12,2.889,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Time Flies,Subhumans,0.00152,0.498,0.973,0.0,2,0.268,-5.345,1,0.107,115.748,4,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Tito on Timbales,Tito Puente,1.178,1.2,1.048,1.832,0,0.1802,-47.524,2,0.112,275.706,8,1.86,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Too Bad,Faces,0.158,0.407,0.877,1.34e-06,5,0.0542,-6.318,1,0.0638,163.68,4,0.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Too Darn Hot,Ella Fitzgerald,0.87,1.386,0.434,0.0,14,0.1414,-27.44,0,0.1186,161.154,8,1.644,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Tore Up,Cro-Mags,1.26e-05,0.334,0.998,2.12e-05,6,0.433,-3.103,0,0.254,183.757,4,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Tortoise Regrets Hare,James Yorkston,1.576,0.766,0.79,0.00412,4,0.206,-27.386,2,0.0612,166.766,8,1.172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Toucher l'Instant,Grand Corps Malade,0.746,0.494,0.577,0.0,5,0.108,-11.218,0,0.145,144.664,3,0.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Transit,Fennesz,2.2560000000000002,0.933,1.044,0.02874,6,0.2616,-41.121,3,0.1335,397.38599999999997,9,0.2619,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Tres Deseos,Gloria Estefan,0.442,1.69,1.908,1.148e-05,10,0.0666,-9.454,2,0.1836,261.726,8,1.926,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Tribulation,Divine Empire,1.038e-05,0.43,1.844,0.118,14,0.478,-9.79,2,0.21,277.808,8,0.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Trill Recognize Trill,Bun B,0.0053,0.445,0.915,0.0,11,0.325,-2.628,0,0.418,71.023,4,0.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Trouble in Mind,Asleep at the Wheel,0.762,0.615,0.452,0.00569,7,0.241,-9.216,1,0.0306,95.724,4,0.765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Trouble in Mind,Cephas & Wiggins,0.738,0.618,0.225,0.0,4,0.0965,-12.815,1,0.0382,110.158,4,0.617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Trying to Lose the Blues,Joe Liggins,0.91,0.481,0.352,0.612,8,0.177,-13.41,1,0.0414,82.928,4,0.503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tumbao,Cal Tjader,0.791,0.463,0.744,0.923,10,0.0866,-13.779,0,0.106,157.303,4,0.645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Turn on Your Love Light,"Bobby ""Blue"" Bland",0.1318,1.252,1.482,7.42e-05,10,1.186,-18.234,2,0.0684,212.3,8,1.634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Ugly,Sevendust,0.000439,0.217,0.928,0.00762,6,0.131,-5.317,1,0.0882,99.004,4,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ultrasonic Meltdown,Curse of the Golden Vampire,0.000195,0.275,0.99,0.654,6,0.263,-2.375,1,0.269,152.62,4,0.141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Un Puesto Vacante,Eddie Palmieri,1.11,1.076,1.066,5.88e-06,4,0.496,-21.296,0,0.0732,227.526,8,1.524,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Una Rumba Por Aqui,Gipsy Kings,1.092,1.41,1.752,0.00045,12,0.1218,-20.848,2,0.1342,240.972,8,1.354,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Under the Canopy,David Arkenstone,0.846,0.716,1.048,1.8,4,0.228,-35.3,2,0.0756,213.146,10,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Underground Authority,Within Reach,1.437e-05,1.302,2.964,2.724,21,0.45899999999999996,-14.094000000000001,3,0.46799999999999997,319.863,12,1.44,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Undo It,Carrie Underwood,0.22,0.952,1.68,0.0,4,0.092,-4.518,2,0.116,312.508,8,1.296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Union Song,Tom Morello,1.076,1.414,1.198,0.0,0,0.352,-14.046,2,0.0792,244.778,8,0.538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Untrue Blues,Blind Boy Fuller,0.96,0.599,0.238,0.00921,10,0.118,-16.497,1,0.0757,81.125,4,0.702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Viagra,Harry Toddler,0.0325,0.721,0.711,0.0,10,0.215,-4.955,0,0.447,123.572,5,0.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Vice,Grandmaster Flash,0.0259,0.787,0.926,3.91e-06,0,0.0371,-7.416,1,0.0889,95.117,4,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Virgen de Mi Soledad,Juan Valentín,0.522,0.518,0.278,2.34e-05,0,0.0789,-14.738,1,0.0342,110.884,4,0.535,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Voices,Disturbed,0.000909,1.8359999999999999,2.916,0.00831,30,0.24509999999999998,-12.984000000000002,0,0.2757,329.967,12,1.7279999999999998,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Volare (Nel Blu di Pinto di Blu),Dean Martin,0.88,0.612,0.144,0.0,6,0.203,-12.204,0,0.0352,128.629,4,0.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Wade in the Water,Eva Cassidy,0.701,0.648,0.375,2.44e-06,10,0.0998,-10.823,0,0.033,112.668,4,0.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Wagoner's Song,The New Christy Minstrels,1.38,1.236,0.904,0.001114,4,0.252,-18.73,2,0.0478,208.32,8,1.692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Wait,Ennio Morricone,0.936,0.118,0.236,0.606,4,0.109,-13.976,1,0.0358,73.832,3,0.0576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Wait a Minute,The Pussycat Dolls,0.1488,2.601,2.562,8.19e-05,24,0.9690000000000001,-15.633000000000001,3,0.1434,409.33799999999997,12,2.916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Waiting for the Meat,Fear,0.0307,0.359,0.884,7.6e-06,2,0.425,-4.307,1,0.0439,96.529,4,0.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Walking and Falling,Laurie Anderson,1.956,0.784,0.054,1.128,0,0.1142,-48.496,2,0.222,150.42,2,0.252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
War on the Pentagon,U.K. Subs,1.78e-05,0.252,0.909,0.01,6,0.49,-5.638,0,0.0958,113.176,4,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Warlord,The Penetrators,0.0223,0.642,0.985,4.15e-05,8,0.663,-3.926,0,0.0831,127.225,4,0.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Wasted Days and Wasted Nights,Doug Sahm,0.938,1.088,0.774,0.00053,8,0.396,-20.226,2,0.1592,222.956,8,1.424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Wasteland,Artificial Peace,0.0986,0.492,0.849,1.07e-06,2,0.871,-6.349,1,0.0654,128.126,4,0.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Watch Yo Back,Trina,0.00353,0.733,0.944,0.0118,1,0.294,-6.385,1,0.141,150.028,4,0.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Waterfall,Steven Halpern,2.967,0.642,0.0465,2.787,18,0.327,-78.744,3,0.1077,210.582,12,0.09990000000000002,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Way Beyond,Morcheeba,0.1056,1.106,1.338,0.177,14,0.336,-18.036,2,0.0564,161.99,8,0.554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
We Are Family,Chic,0.117,0.498,0.951,1.46e-06,2,0.365,-5.069,1,0.133,117.929,4,0.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Wham and They're Off,Hank Mobley,0.55,0.446,0.636,0.388,10,0.334,-8.184,1,0.0487,135.774,4,0.74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
What Am I Gonna Do,Bobby Bare,0.72,0.698,0.463,0.0,2,0.277,-9.675,1,0.029,143.822,4,0.908,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
What Kind of Fool (Do You Think I Am),The Tams,0.186,0.74,0.386,0.0,7,0.152,-13.701,0,0.0383,120.247,4,0.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
What Should I Do,Fabolous,0.0195,0.603,0.638,0.0,1,0.0618,-6.066,1,0.0547,83.986,4,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
What Would They Know,Liars,0.102,0.408,0.844,0.838,7,0.289,-6.464,0,0.0429,126.067,4,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
What a Night; What a Moon; What a Girl,Billie Holiday,0.026999999999999996,2.178,2.361,0.0,12,0.17880000000000001,-7.482000000000001,3,0.22110000000000002,374.96999999999997,12,2.664,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Wheels,Jonathan Edwards,0.84,1.138,0.822,0.000294,10,0.1782,-21.184,2,0.0576,235.124,8,1.102,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
When Things Go Wrong,Robin Lane & The Chartbusters,0.0118,0.748,0.706,2.22e-05,9,0.101,-10.624,0,0.0327,118.371,4,0.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
When Will They Learn,Angelic Upstarts,0.00322,0.38,0.917,0.0034,2,0.299,-7.847,1,0.098,98.294,4,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
When You Smiled At Me,Michael Franks,0.772,1.61,0.918,0.000123,10,0.22,-19.752,2,0.0658,240.126,8,1.696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Where Did You Go,Eliane Elias,2.844,1.299,0.765,2.805,3,0.336,-54.815999999999995,3,0.0897,220.626,12,0.42599999999999993,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Where I'm From,Digable Planets,0.376,1.752,0.84,0.00372,0,0.1336,-36.492,0,0.558,196.608,8,1.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Where Is the Sun?,Billie Holiday,2.8169999999999997,1.6889999999999998,0.51,0.0,30,1.7249999999999999,-36.852000000000004,3,0.1197,245.52,12,1.197,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Where It Went,Judge,1.17e-05,0.298,0.704,0.00803,9,0.108,-12.773,1,0.0534,146.767,4,0.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Where There Is a Will; There Is a Way,Discharge,0.0048,0.344,0.896,4.5e-05,1,0.203,-4.378,1,0.0621,132.174,4,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
While the Music Plays On,Les Brown,1.978,1.102,0.1694,0.444,20,0.846,-29.108,0,0.063,193.176,8,0.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
White Lines (Don't Don't Do It),Grandmaster Flash,0.00513,0.858,0.659,0.0038,7,0.239,-10.076,1,0.0684,115.17,4,0.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
White Synthetic Noise,...And Oceans,8.82e-05,0.546,2.262,2.514,3,0.558,-19.407,3,0.22049999999999997,347.31600000000003,12,0.552,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
White's Ferry,Clutch,0.378,0.329,0.709,0.47,0,0.134,-6.433,1,0.031,147.767,4,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Who Can I Turn To (When Nobody Needs Me),Anthony Newley,2.6790000000000003,0.534,0.807,0.0013349999999999998,0,0.648,-47.376,3,0.099,262.77,12,0.2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
Whoops Now,Janet Jackson,1.4849999999999999,2.358,2.403,3.3e-05,21,1.0619999999999998,-17.265,3,0.20130000000000003,390.627,12,2.517,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Why Should I,Bob Marley,0.13,0.701,0.684,0.0,6,0.182,-3.814,0,0.193,88.235,4,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Why Spring Ain't Here,Michael Franks,0.698,1.254,1.004,9.44e-05,2,0.296,-26.12,2,0.1376,174.49,8,1.302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Why'd You Do It; Baby?,Louis Jordan,0.144,0.887,0.256,0.0,5,0.933,-16.246,1,0.36,109.954,4,0.193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Wild Theme,Mark Knopfler,3.484,1.96,0.3336,3.444,0,0.428,-92.032,4,0.1332,367.116,16,0.752,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Wild Women Don't Have the Blues,Ida Cox,1.992,0.99,0.7,0.0046,18,0.4,-14.914,2,0.097,167.762,6,1.236,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Will the Circle Be Unbroken,Blind James Campbell,2.25,1.602,1.155,0.0,33,1.089,-20.951999999999998,0,0.1059,391.03499999999997,12,2.0669999999999997,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Willie and the Hand Jive,Johnny Otis,0.318,2.331,2.427,1.2539999999999999e-05,24,0.624,-27.366,0,0.375,296.526,12,2.781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
With Blood Comes Cleansing,Imperial,0.0002,0.824,1.876,0.0864,10,0.1472,-12.126,2,0.208,195.202,6,0.606,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Withered and Torn,Mendeed,0.000876,0.59,1.942,3.02e-06,2,0.368,-4.024,0,0.316,170.264,8,0.582,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Worlds Apart,Silverstein,0.0476,0.507,0.747,0.0,1,0.104,-3.854,1,0.0302,129.892,4,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Worrying My Mind,Big Bill Broonzy,0.968,0.702,0.188,0.000378,3,0.106,-13.01,1,0.0452,94.692,4,0.422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wrath,Sizzla,0.166,0.649,0.901,0.0,0,0.297,-6.261,0,0.416,117.208,4,0.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Yerba Mala,Los Dandy's,1.628,1.172,1.048,0.0,14,0.64,-8.54,2,0.1108,164.396,8,1.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
You Always Hur the One You Love,The Mills Brothers,0.939,0.516,0.081,2.48e-05,7,0.367,-18.345,0,0.0602,138.69,4,0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
You Always Hurt the One You Love,The Mills Brothers,0.939,0.516,0.081,2.48e-05,7,0.367,-18.345,0,0.0602,138.69,4,0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
You Brought a New Kind of Love to Me,Frank Sinatra,0.944,1.08,0.412,0.0,0,0.234,-27.792,2,0.064,215.91,8,0.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
You Brought a New Kind of Love to Me,Peggy Lee,1.952,1.47,0.1236,1.22e-05,0,0.232,-28.46,2,0.0854,198.502,8,0.908,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
You Don't Know Me,Apparat,0.0286,0.818,1.514,1.814,4,0.358,-13.706,0,0.075,164.814,8,0.46,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
You Don't Know Me,Simon Joyner,0.422,0.588,0.806,0.0093,4,0.238,-16.806,2,0.0538,157.388,8,0.676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
You Got Me Crying,Jimmy Reed,1.718,1.016,0.974,0.00232,12,0.43,-15.136,0,0.0862,369.892,6,1.264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
You Ruined It,Battery Cage,4.16e-06,0.668,1.874,1.262,4,0.1784,-19.42,2,0.0826,320.022,8,1.354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
You Turned the Tables on Me,Ella Fitzgerald,1.63,0.952,0.562,0.0,0,0.1788,-21.918,2,0.1172,192.436,8,0.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
You Want This,Janet Jackson,0.339,2.532,2.529,0.1317,30,0.30000000000000004,-17.289,0,0.1653,335.679,12,1.941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
